subset / delta_mse,8-bit,6-bit,4-bit,2-bit
A,-0.04223535093675501,9.067569020644886,34.52557637932016,11791.269327143973
B,0.002843864637405602,-0.007294804648989128,-0.018138089351841913,0.631115957398297
C,0.008869917111752557,-0.013239889439445207,0.19496017037841007,33.56394834341603
A+B+C,-0.05186375695810597,9.004740739028104,36.00422867925522,9727.684191973092
