subset / delta_mse,8-bit,6-bit,4-bit,2-bit
A,0.19398018298712572,2.0069403377099917,11.648367706757025,1524.8355864894388
B,-0.0029525194935118293,0.053566382967503046,0.4267134185243151,3.4666402766548288
C,-0.0016476506749647513,-0.016511032984519503,1.7924581605979597,231.1095873111588
A+B+C,0.18590243512753446,2.1109417048207693,30.28672815721072,2858.058273474534
