subset / delta_mse,8-bit,6-bit,4-bit,2-bit
A,0.24061979686033297,1.845740848138652,12.153471511482113,1422.8469717560656
B,0.0009439961440271816,-0.0008219322682148089,0.04459058175523367,0.46804413456105465
C,0.0068754587250126065,0.0002238693726255292,0.16221405908500586,5.264736108950297
A+B+C,0.25143781481111915,1.9409167916332635,13.534464592993956,1284.9657791761156
